Day,series-1,series-2,series-3,series-4,series-5,series-6,series-7,series-8,series-9,series-10,series-11,series-12,series-13,series-14,series-15,series-16,series-17,series-18,series-19,series-20,series-21,series-22,series-23,series-24,series-25,series-26,series-27,series-28,series-29,series-30,series-31,series-32,series-33,series-34,series-35,series-36,series-37,series-38,series-39,series-40,series-41,series-42,series-43,series-44,series-45,series-46,series-47,series-48,series-49,series-50,series-51,series-52,series-53,series-54,series-55,series-56,series-57,series-58,series-59,series-60,series-61,series-62,series-63,series-64,series-65,series-66,series-67,series-68,series-69,series-70,series-71,series-72
2017-04-23,360026,613829,3553,4330,115988,143510,204387,292713,213028,77187,26563,31779,606950,751594,1345351,1622775,772719,533581,8048,8764,293707,197834,458053,332213,289657,408380,3588,4673,135313,86925,152728,123589,444615,535813,39443,36166,108369,133507,348514,412324,225008,198993,46551,294884,200338,187834,18771,18192,550298,677643,6882,8317,255764,176704,297553,336454,45423,85633,2173,6480,32463,8705,8382,25437,210219,269741,6256,5023,109973,144796,98000,132592
2017-04-24,273464,428066,4127,4724,124799,161813,120509,186474,217004,86900,28350,37578,750019,905051,1020424,1346807,867329,557915,9056,10661,404846,253797,478367,298840,258832,349827,4492,5635,151290,97568,146061,121139,335817,427822,26485,32712,105893,130467,243711,288055,119427,107364,19987,145967,119325,107135,1754,2106,500541,690216,7255,9159,251312,180451,244478,326440,46354,78268,2323,4814,37697,8728,6791,22395,182421,235595,6997,5870,111611,143453,71914,103644
2017-04-25,273199,380066,4524,5316,120360,152541,138584,185049,211441,79683,27078,31147,695868,889314,963470,1264591,874177,539826,9913,10919,436877,248515,492345,270784,287267,335268,6323,7830,156165,102153,122803,97696,344763,443914,28962,32907,103631,124506,223579,321028,16198,23608,2975,5682,15384,24091,1133,1375,479453,639064,7937,9805,243981,175862,234951,290760,46017,75309,1689,1761,30066,6512,7254,22788,176227,220633,7267,5669,109371,135986,67184,104138
2017-04-26,252648,390756,4855,6038,125826,150257,116471,165923,205544,78924,26996,31859,677532,880033,908317,1155552,876065,575173,11051,14576,442116,240141,515251,266334,288708,346743,7647,9665,163623,108114,148796,96925,349974,489750,33394,33447,107578,144329,232984,299206,17982,23073,2502,3920,17363,23038,1085,1429,485590,629958,8706,10650,247622,174584,258419,308617,39743,72317,1299,1311,28383,6151,7179,21319,180053,222345,8167,6752,110231,137356,67997,98843
2017-04-27,248264,362290,4326,5215,110647,150242,107176,159696,191879,81184,24830,31459,639515,854212,906646,1134570,826950,537259,9348,12096,414552,223477,467117,262765,261232,319868,4297,5926,149512,95820,131437,89596,342636,490325,28191,33314,105252,127922,248845,321183,14315,22492,2517,3861,13698,22951,947,1166,450406,625021,7402,9042,236900,169645,240110,299452,40822,62581,790,1075,25210,7405,8903,21294,176458,220790,7392,6127,107286,132856,68730,97836
2017-04-28,316061,355892,4724,5749,101604,147410,156791,203302,181730,78078,23918,28313,577020,790657,908862,1154504,666365,463641,8870,11527,328519,181137,405238,223982,240448,299493,4493,5484,140718,89035,123698,87820,331261,509592,25878,29851,103859,125495,231708,328765,12978,20953,2903,4365,12165,21369,1107,1459,418021,567743,6934,8505,217473,228282,216599,271451,39233,70411,1081,1415,24707,5539,8664,22055,158184,200989,6403,4997,93389,117795,63520,87016
2017-04-29,295808,348410,5891,7052,79041,114762,193070,221684,183383,75568,26395,32769,496416,654598,1028714,1326501,564949,386228,8810,10214,225299,135516,335455,218301,237697,296924,5523,6784,121815,75814,143327,106434,372191,590416,32203,36877,102518,117372,288467,405595,11555,19843,3807,4628,10660,19417,1252,1532,455564,552254,6809,9084,188548,151501,234514,311138,38760,62281,1088,1463,24025,5250,8247,24138,188930,228285,9008,6500,96814,121900,86457,111224
2017-04-30,379132,436771,4936,6526,97221,128967,174592,306909,209410,78050,28094,35200,561906,720605,1259161,1665619,640735,443888,9961,11689,228816,144804,367335,258904,369927,406182,5547,6964,160347,89254,224061,144284,383698,556147,35033,40401,93841,121206,302017,398885,9906,18400,2955,4696,9129,18043,1216,1468,452256,555658,8294,10381,207507,157844,246895,293901,38406,65872,1060,1422,23679,4592,8411,24528,206120,242200,8115,6991,102665,129709,93305,126503
2017-05-01,480623,525166,4512,6441,119664,198913,199896,421693,207853,87655,28905,32906,679529,870850,1129851,1475598,820366,526130,8262,9779,331706,196161,463139,307209,456590,491984,4770,5596,242723,105392,275623,162607,380588,477966,32385,39663,109034,133749,270533,329724,12332,19568,2605,4388,11422,18861,1208,1575,557776,592986,7506,9249,233642,223646,285091,340065,45882,71137,849,1580,32326,7099,8530,24893,193941,219519,7629,5767,99290,128671,83905,112518
2017-05-02,290893,376364,4139,5154,122635,191113,135806,193506,197208,78858,25246,30358,653123,941341,939432,1359374,892951,542689,7544,9285,418064,229615,478023,269477,265864,334280,3699,4292,167790,93789,144018,90533,393596,509684,27325,41254,116082,123766,290494,301922,13880,22077,2484,4504,13017,21399,1008,1749,494964,616029,6038,7855,257082,175463,265958,282196,36904,68968,809,1251,30059,5348,7337,21781,173444,200975,6316,5265,102773,129387,65798,92401
2017-05-03,250274,361543,4277,5237,105655,156984,107747,168216,214620,75592,26113,30419,641904,905270,912799,1297907,912073,538268,8519,11345,448915,236340,480728,256367,253273,354631,4529,5682,160240,113153,155617,86846,435059,603772,34793,39876,110526,111421,327556,426397,14586,22642,2604,4267,13845,22667,1150,1445,492978,652769,6936,8540,257239,177060,248030,283024,42394,65357,1125,1633,26925,5792,7442,21885,178164,207519,6745,5924,100480,127651,70010,97500
2017-05-04,242637,389070,4232,5100,104399,156880,110606,167229,192260,76669,26197,29693,648724,845101,890772,1201858,851644,534607,8808,10923,421788,249172,468854,250350,278215,518786,4997,5410,153376,94596,157263,93459,435537,568407,33321,39507,106750,113633,337255,438608,19402,27961,4086,6326,18034,27940,1509,1983,492770,718211,6955,8808,258312,184046,280597,285362,42386,68264,982,1312,30524,5255,7306,21933,181902,198718,6429,5443,102288,126386,70239,87208
2017-05-05,309257,385904,4382,4936,102004,139832,173089,200296,174031,75467,30628,29140,592738,787858,881391,1291271,707556,531227,7870,10034,335404,210184,432748,227008,236309,349666,4350,4531,138850,84995,120495,90846,475074,563101,37525,39443,108787,117372,373890,438995,14966,23427,2970,4923,14338,23245,1108,1514,444207,623150,6606,9462,233942,169345,222861,273512,36109,63550,1257,1711,27179,5184,7620,21756,175117,203998,7723,6670,99498,128976,64957,91047
2017-05-06,278282,342468,4459,5284,89873,113067,159328,201675,167481,71592,26281,33134,500087,684916,1143580,1491914,641125,456875,7588,8804,261982,160354,377752,234201,271610,353594,5006,6195,130547,84964,158652,106588,468076,676892,43249,44421,117733,129676,398321,471546,16279,25591,6918,11369,15360,26134,1105,1500,441637,669811,6333,9027,205220,153735,238808,348938,35817,61511,1203,1538,23449,4064,7946,23424,202301,234960,6497,5901,97741,135743,92781,118187
2017-05-07,393670,545662,4135,5456,105168,156020,235562,271116,187401,78537,26075,31262,556072,762935,1224728,1773396,983057,534855,9839,13212,324044,190361,463860,295196,298396,414419,5573,6731,146846,87451,180736,149673,429316,692935,37718,45562,111325,126543,348780,462193,13012,24709,6742,15249,12031,25818,1250,1447,533458,630142,7684,10676,224746,184367,313900,318594,35679,62160,1014,1439,24961,4638,7931,23937,206948,254916,6617,6247,104309,146071,94161,124307
2017-05-08,283990,437743,4591,6214,119750,182282,130517,200059,199671,82918,28319,31952,718767,938049,958039,1360300,901601,574507,11564,12467,433693,250234,445917,280958,281213,442804,5400,6941,183695,102055,155604,117943,371495,532961,28201,33321,116601,129940,256804,347635,14380,22276,3874,6386,13442,22703,1056,1380,575181,710765,9233,11212,260687,218203,330567,337638,35066,63764,1284,1188,27535,7050,7150,22219,180205,226201,7985,6592,110420,145863,66808,92480
2017-05-09,259526,371454,3913,4810,106852,168518,113767,167260,190038,76883,27076,29786,696594,899713,932327,1274266,831280,533399,9552,11156,428051,232085,420768,264864,248927,368066,4592,5731,164843,93908,127878,90796,346352,551389,25205,38055,112379,131878,280591,358295,17800,24258,3438,5966,17022,24740,1175,1623,665827,955631,10671,13518,350034,298916,387174,411197,36802,67709,1298,1698,29978,15229,6995,23803,175451,223343,7690,6459,116354,139650,80217,88535
2017-05-10,232821,370521,3166,3836,106048,148958,116157,146810,175743,74574,24601,27327,647867,867996,912538,1221224,763996,484844,7949,9640,396646,212677,389492,239366,239003,363523,3447,4690,153826,91422,127136,79546,356988,460600,23808,32083,120303,129457,249274,309450,13614,21549,2846,4403,12989,21844,972,1316,526830,734477,7350,9655,296644,228742,273894,312373,36303,64215,968,1279,27497,5721,7247,22074,174474,260924,6346,5378,106575,182094,66831,93049
2017-05-11,259435,362650,3436,4303,103732,142335,114325,149430,191866,81112,29144,39144,655553,864357,898120,1226754,795901,484099,8489,10541,436047,224635,396185,250321,255146,357131,5291,7077,161477,107721,145399,97371,352717,485197,24767,31939,116586,124175,247811,345523,12837,22678,2834,5027,12163,23220,1369,1358,505134,687444,7855,11095,268678,192091,265995,308282,38400,67532,1016,1276,28880,5267,7165,21862,179576,204459,7055,6174,105389,140957,65243,90823
2017-05-12,290160,350034,4343,5460,94080,131513,151963,182454,179832,73556,26513,33310,613069,821945,887004,1183057,749221,459014,10047,9625,391162,191450,356587,223229,221531,341633,4800,5455,134007,88834,135974,86285,365102,504184,27556,31768,116049,134672,239451,366932,14629,20980,2569,4864,13515,20775,1186,1652,464683,617409,7166,9461,239468,170382,236967,307061,39332,64719,1011,1304,26562,4589,6725,21405,173060,192648,7451,6652,99005,133841,65926,88968
2017-05-13,275901,315109,4526,5475,72885,103118,174462,198810,188554,68578,28175,34447,545308,736425,1032129,1572854,614361,452354,8028,8986,276798,151256,355224,289394,240874,379409,5294,6780,128191,80860,221584,108543,422955,617679,31518,41198,109101,137997,305100,470856,8746,14534,2255,4005,7738,13783,1136,1463,506012,663727,6968,9371,229445,155241,264308,347779,36489,60877,973,1344,22080,4211,7354,24057,211616,219294,7176,6408,96994,137034,100755,114076
2017-05-14,343661,410326,3956,4627,90772,144205,244000,232698,199127,70634,26263,31222,637660,757952,1220453,1670686,689787,518288,8283,9585,276516,163272,426902,305715,271546,376952,4363,5427,139595,87611,192271,117573,418109,559109,30851,37701,101173,122337,338112,418047,10541,15682,2972,3905,9144,15451,1456,1645,519264,720087,7445,9738,253937,181993,299352,345024,32720,58304,958,1411,21853,4224,7371,24019,201729,227250,7141,5492,94937,142323,94950,115338
2017-05-15,264153,350891,4283,5203,107782,155791,116619,162878,197435,77263,25884,31566,723176,911161,947157,1235162,789950,534627,8851,10353,402490,225505,412614,267221,229991,322021,4317,5107,146000,94464,120566,93854,374003,570365,27886,31426,127333,184418,266534,389408,12798,20761,2231,3726,12536,20249,1142,1426,479432,666009,6870,9557,248738,178836,252342,304981,34962,60900,960,1321,26683,4756,6683,22172,178635,188987,7301,6156,96992,127608,82280,99436
2017-05-16,244037,322407,4185,4722,99664,155514,115289,140243,189055,74753,25536,34262,685550,910728,905411,1144192,829763,538270,8902,10486,452651,234011,425074,254795,226163,307612,4420,5396,139041,89297,115457,86367,354204,535478,26439,33657,125274,182596,243165,331322,14146,22033,3178,5089,13139,21962,1154,1431,463261,649759,7603,10586,249814,171919,248001,290837,35457,62680,917,1274,34627,6097,7207,21906,183197,210646,7436,6924,103658,135224,79446,99437
2017-05-17,225968,332337,4067,4971,115770,133862,119389,126928,188053,112151,28106,33973,723985,915462,952509,1185720,869922,539050,8438,11102,457393,230179,451903,256431,266057,305597,3972,5347,142574,112238,123269,96560,440232,569750,21767,30280,125432,151071,255896,314627,16778,28633,2948,4674,15998,29754,1209,1577,469586,643001,7125,10176,245793,171404,250839,293909,37694,58724,973,1344,27036,5227,9920,22126,179526,205445,7208,6477,102779,132800,70484,89167
2017-05-18,241218,342801,4393,4970,110348,139074,128287,147768,198119,251742,27843,35705,662905,885957,940852,1160402,850020,521096,8911,11866,447059,228207,435013,255591,278702,332467,5542,6309,142214,111592,137143,106176,384184,554721,25271,35354,120995,147735,258549,358824,19331,28328,2261,4400,17686,28770,1485,1970,467209,678221,7795,10409,250381,174354,246334,336933,35957,61343,1059,1438,26882,5113,7383,21842,170360,191255,8088,6633,102950,123620,66410,87941
2017-05-19,326160,391686,4932,5676,115288,144926,213342,204633,594674,75859,27567,36350,595292,849353,957265,1233381,708360,465518,9579,11412,356675,191095,375971,238205,249682,327312,5316,6648,129917,92866,126797,84821,367279,508941,26426,39794,120839,143427,272613,344176,21128,30891,2893,4924,20027,32845,1068,1690,434320,573084,8728,11405,220929,158190,224443,290050,35345,62656,1151,1666,25778,5241,7111,22273,170963,204580,8219,7159,99137,133715,75039,89143
2017-05-20,279507,360644,4785,5786,82489,111146,168156,203126,184520,68855,25277,36670,511064,694621,1112092,1341373,615456,465471,7848,9196,274580,153527,355352,247596,238258,370070,4843,5661,117666,79334,135965,99441,382908,498500,29373,38273,99210,124413,298613,379538,12446,21004,2726,4046,11042,21286,1133,1624,434486,591924,6975,9643,194645,147460,219816,341918,37367,58090,1411,1296,23306,4588,7364,23707,190691,221638,8117,7020,97399,125210,97452,112197
2017-05-21,318489,419245,3938,4830,99479,123288,170405,258157,203114,71220,25809,33582,568912,731282,1209541,1563810,764991,566776,8288,10137,332257,188407,434823,298383,260348,393426,4960,5786,133073,86793,150050,106880,403196,572600,40749,39711,113717,134411,320022,399675,11164,16378,2163,3380,9551,16552,1216,1615,484846,645544,7239,10066,240970,164120,234757,342356,33786,58496,1536,1280,21591,5354,7714,24355,201923,245039,6867,5550,103603,133348,97894,116161
2017-05-22,284038,368279,3852,4707,115611,155138,132109,199950,207486,77741,27468,31216,683822,902755,1020152,1345474,883964,621548,8680,10481,457383,245040,445904,295320,245856,344959,5404,6367,152287,100910,123201,84176,383473,454280,28040,34813,209947,138783,290607,315155,15006,24402,2142,3293,14408,24843,1185,1370,460406,623279,6661,9109,242906,190643,216721,300218,35572,62015,953,1243,26319,5189,6794,21853,175664,203584,8407,7049,103250,132687,68572,89436
2017-05-23,240454,352107,3740,4499,101190,144944,114202,149332,195165,77339,28249,33154,698421,837412,868146,1242411,931858,615348,9580,12611,484785,240428,432370,280869,253587,354089,4101,5319,139626,103612,145108,80652,342626,604973,26364,45965,170870,190486,243607,398745,15302,24799,2924,3542,14093,25005,1627,1754,447191,568355,7526,9876,233208,183221,202065,280602,36182,60984,916,1315,26033,4766,6811,23135,168626,237013,7995,7493,100516,136779,64932,95560
2017-05-24,242045,348639,3930,4432,93959,139680,116921,155608,197822,76744,28409,34403,632075,829491,929248,1341985,842880,610741,9598,12318,489350,243071,419458,285281,221838,325874,4340,5460,123468,85442,121230,80206,358711,483142,31923,31466,135715,245346,259377,309018,14014,22071,2950,4988,13249,21880,1148,1350,431726,588797,7746,9774,231425,176382,200660,274570,35339,59151,973,1248,24665,4674,6977,22285,173460,225568,8197,6282,102377,143504,72341,90802
2017-05-25,262244,448169,3259,4329,75987,121374,164387,211500,174999,69205,24615,30896,599780,837901,862875,1176621,776168,567415,7878,10007,414889,226599,400091,275848,240517,311802,3482,4631,110492,75912,146205,93655,357003,473022,24112,27743,116114,146454,228367,322991,12406,22551,2631,4046,11692,23079,999,1192,427704,537060,7210,10690,231054,160749,192923,259302,33937,62818,913,1276,28026,4302,6637,21915,166094,220213,6536,5848,96317,129345,65945,89566
2017-05-26,266624,337981,4165,4694,81970,102535,175296,163451,173077,65929,25767,29037,564697,785493,882313,1252126,707124,523061,9451,10754,352704,195652,372906,260288,222902,314132,4614,5854,116473,80202,119451,86123,448390,460127,24382,34709,121680,148847,294365,365794,13279,20047,2549,3830,12655,19880,1074,1237,421049,525721,7408,9798,211289,157185,191876,265341,33528,58419,898,1182,26497,4438,6825,20093,164068,207034,7574,5783,93104,123128,63992,91856
2017-05-27,243206,342024,5273,5974,75249,83097,201295,187950,173856,62258,22685,29708,494718,643387,1158820,1338344,624529,531809,8271,11103,274409,163286,351831,276046,260615,337125,6247,6486,109623,76076,139416,97192,405399,522471,30103,40484,111321,127437,308193,408784,14223,21849,2735,4469,13063,22344,1272,1450,472280,593328,8272,9729,205318,149011,219764,352536,33242,51875,1152,1512,21661,4100,6941,20989,184793,250018,8478,6906,92048,128232,85806,115459
2017-05-28,278126,418264,3741,4402,89638,104878,180370,219230,186331,64939,21367,26699,530876,703961,1142880,1469113,748296,608143,7489,10052,319005,185406,457865,317222,265113,364317,4680,5005,117460,84922,148173,126222,413820,605294,28934,40724,106306,127599,336411,409088,11205,16422,2781,4892,10172,16386,1241,1489,484086,654520,7560,9600,224789,157944,261474,313570,30602,52578,1075,1443,21896,3815,7207,20805,198514,268661,7178,5952,93451,130678,90919,128450
2017-05-29,253552,355190,3905,4632,123173,134497,125417,151368,213038,73356,22601,26002,597372,856243,1108126,1655936,890965,606742,8320,10245,425839,246510,466994,281998,251292,400347,4646,6527,143164,104773,121900,87742,328149,512407,22774,29440,113134,140865,271763,313300,13934,22410,2525,4116,13526,22310,1041,1339,448682,600474,8004,9637,233387,163963,204758,272509,33242,58029,963,1289,24125,4414,6889,20503,203104,252627,8027,6044,108196,140726,91741,124616
